dataset: C
instance: MA
+-----------+
2D Packing Heuristic in Truck P097036805
Min2DVol: 31.839484500000033 [m2]
Stack 0 with items: ['0090016200_27022023040209', '0090016200_27022023040209']
Stack 1 with items: ['0090016200_27022023034764', '0090016200_27022023034764']
Stack 2 with items: ['0090016200_27022023034764', '0090016200_27022023034764']
Stack 3 with items: ['0090016200_27022023033228', '0090016200_27022023033228']
Stack 4 with items: ['0090016200_27022023033228', '0090016200_27022023032701']
Stack 5 with items: ['0090016200_27022023032701', '0090016200_27022023032513']
Stack 6 with items: ['0090016200_27022023031923', '0090016200_27022023029815']
Stack 7 with items: ['0090016200_27022023029815', '0090016200_27022023029815']
Stack 8 with items: ['0090016200_27022023029815', '0090016200_27022023028554']
Stack 9 with items: ['0090016200_27022023028554', '0090016200_27022023028554']
Stack 10 with items: ['0090016200_27022023028554', '0090016200_27022023027815']
Stack 11 with items: ['0090016200_27022023027815', '0090016200_27022023020440']
Stack 12 with items: ['0090016200_27022023020440', '0090016200_27022023018561']
Stack 13 with items: ['0090016200_27022023015467', '0090016200_27022023014107']
Stack 14 with items: ['0090016200_27022023013137', '0090016200_27022023013137']
Stack 15 with items: ['0090016200_27022023007559', '0090016200_27022023007559']
Stack 16 with items: ['0090016200_27022023002756', '0090016200_27022023002756']
Stack 17 with items: ['0090016200_27022023002756', '0090016200_27022023002756']
Stack 18 with items: ['0090016200_27022023001211', '0090016200_27022023001211']
Stack 19 with items: ['0090016200_27022023001211', '0090016200_27022023000737']
Stack 20 with items: ['0090016200_27022023000737', '0090016200_27022023000737']
Stack 21 with items: ['0090016200_27022023000737', '0090016200_27022023000061']
Stack 39 with items: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 40 with items: ['0090016200_27022023004452', '0090016200_27022023004452', '0090016200_27022023021715']
Stack 41 with items: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 42 with items: ['0090016200_27022023016359', '0090016200_27022023016359', '0090016200_27022023016359']
Stack 43 with items: ['0090016200_27022023038041', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 44 with items: ['0090016200_27022023030141', '0090016200_27022023030141', '0090016200_27022023035184']
Stack 45 with items: ['0090016200_27022023038041', '0090016200_27022023035184', '0090016200_27022023038041']
Stack 46 with items: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 47 with items: ['0090016200_27022023030141', '0090016200_27022023030141', '0090016200_27022023030141']
Stack 48 with items: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 49 with items: ['0090016200_27022023028060', '0090016200_27022023028060', '0090016200_27022023038655']
Stacks not packed:
Stack 9 missing: ['0090016200_27022023028554', '0090016200_27022023028554']
Stack 14 missing: ['0090016200_27022023013137', '0090016200_27022023013137']
Stack 26 missing: ['0090016200_27022023021715', '0090016200_27022023030141', '0090016200_27022023030141']
Stack 27 missing: ['0090016200_27022023035184', '0090016200_27022023007534', '0090016200_27022023035184']
Stack 28 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 29 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 30 missing: ['0090016200_27022023030141', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 31 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 32 missing: ['0090016200_27022023007534', '0090016200_27022023004452', '0090016200_27022023007534']
Stack 33 missing: ['0090016200_27022023030141', '0090016200_27022023012279', '0090016200_27022023030141']
Stack 34 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 35 missing: ['0090016200_27022023030141', '0090016200_27022023030141', '0090016200_27022023030141']
Stack 36 missing: ['0090016200_27022023016359', '0090016200_27022023004452', '0090016200_27022023030141']
Stack 37 missing: ['0090016200_27022023038041', '0090016200_27022023030141', '0090016200_27022023030141']
Stack 38 missing: ['0090016200_27022023030141', '0090016200_27022023030141', '0090016200_27022023030141']
Stack 39 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 40 missing: ['0090016200_27022023004452', '0090016200_27022023004452', '0090016200_27022023021715']
Stack 41 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 42 missing: ['0090016200_27022023016359', '0090016200_27022023016359', '0090016200_27022023016359']
Stack 43 missing: ['0090016200_27022023038041', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 44 missing: ['0090016200_27022023030141', '0090016200_27022023030141', '0090016200_27022023035184']
Stack 45 missing: ['0090016200_27022023038041', '0090016200_27022023035184', '0090016200_27022023038041']
Stack 46 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 47 missing: ['0090016200_27022023030141', '0090016200_27022023030141', '0090016200_27022023030141']
Stack 48 missing: ['0090016200_27022023035184', '0090016200_27022023035184', '0090016200_27022023035184']
Stack 49 missing: ['0090016200_27022023028060', '0090016200_27022023028060', '0090016200_27022023038655']
