dataset: X
instance: TA2
+-----------+
2D Packing Heuristic in Truck P236382401
Min2DVol: 36.03612000000003 [m2]
Stack 0 with items: ['0090038300_08062023011717', '0090038300_08062023000404']
Stack 1 with items: ['0090038300_08062023004023', '0090038300_08062023000852']
Stack 2 with items: ['0090038300_08062023008730', '0090038300_08062023005498']
Stack 3 with items: ['0090038300_08062023009597', '0090038300_08062023009238']
Stack 28 with items: ['0090038300_08062023010526', '0090038300_08062023010157', '0090038300_08062023010157']
Stack 29 with items: ['0090038300_08062023010157', '0090038300_08062023009679', '0090038300_08062023009666']
Stack 30 with items: ['0090038300_08062023009589', '0090038300_08062023008799', '0090038300_08062023008720']
Stack 31 with items: ['0090038300_08062023008720', '0090038300_08062023008720', '0090038300_08062023008720']
Stack 32 with items: ['0090038300_08062023008274', '0090038300_08062023008274', '0090038300_08062023008274']
Stack 33 with items: ['0090038300_08062023008274', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 34 with items: ['0090038300_08062023007741', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 35 with items: ['0090038300_08062023007741', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 36 with items: ['0090038300_08062023007741', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 37 with items: ['0090038300_08062023007741', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 38 with items: ['0090038300_08062023007584', '0090038300_08062023007584', '0090038300_08062023007584']
Stack 39 with items: ['0090038300_08062023007509', '0090038300_08062023005829', '0090038300_08062023005197']
Stack 40 with items: ['0090038300_08062023005197', '0090038300_08062023005093', '0090038300_08062023003450']
Stack 41 with items: ['0090038300_08062023003286', '0090038300_08062023002885', '0090038300_08062023002885']
Stack 42 with items: ['0090038300_08062023002885', '0090038300_08062023002242', '0090038300_08062023002242']
Stack 43 with items: ['0090038300_08062023002242', '0090038300_08062023002211', '0090038300_08062023002127']
Stack 44 with items: ['0090038300_08062023002127', '0090038300_08062023002015', '0090038300_08062023001882']
Stack 45 with items: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 46 with items: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 47 with items: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 48 with items: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 49 with items: ['0090038300_08062023001104', '0090038300_08062023000845', '0090038300_08062023000659']
Stack 50 with items: ['0090038300_08062023000659', '0090038300_08062023000659', '0090038300_08062023000659', '0090038300_08062023000659']
Stack 51 with items: ['0090038300_08062023000659', '0090038300_08062023000659', '0090038300_08062023000659']
Stack 52 with items: ['0090038300_08062023009994', '0090038300_08062023009994', '0090038300_08062023009994']
Stack 53 with items: ['0090038300_08062023009994', '0090038300_08062023009994', '0090038300_08062023009994']
Stack 54 with items: ['0090038300_08062023012000', '0090038300_08062023012000', '0090038300_08062023012000', '0090038300_08062023012000']
Stack 55 with items: ['0090038300_08062023009994', '0090038300_08062023012000', '0090038300_08062023012000']
Stack 56 with items: ['0090038300_08062023010866', '0090038300_08062023010866', '0090038300_08062023010866']
Stacks not packed:
Stack 4 missing: ['0090038300_08062023013101', '0090038300_08062023013101', '0090038300_08062023013101']
Stack 5 missing: ['0090038300_08062023013101', '0090038300_08062023012556', '0090038300_08062023013101']
Stack 6 missing: ['0090038300_08062023012556', '0090038300_08062023012131', '0090038300_08062023012556']
Stack 7 missing: ['0090038300_08062023012039', '0090038300_08062023011906', '0090038300_08062023011862']
Stack 12 missing: ['0090038300_08062023011862', '0090038300_08062023011587', '0090038300_08062023011862']
Stack 15 missing: ['0090038300_08062023011587', '0090038300_08062023011587', '0090038300_08062023011587']
Stack 16 missing: ['0090038300_08062023011587', '0090038300_08062023011587', '0090038300_08062023011587']
Stack 17 missing: ['0090038300_08062023011587', '0090038300_08062023011295', '0090038300_08062023011587']
Stack 18 missing: ['0090038300_08062023011295', '0090038300_08062023011079', '0090038300_08062023011295']
Stack 19 missing: ['0090038300_08062023011079', '0090038300_08062023011079', '0090038300_08062023011079']
Stack 20 missing: ['0090038300_08062023011079', '0090038300_08062023011079', '0090038300_08062023011079']
Stack 21 missing: ['0090038300_08062023011079', '0090038300_08062023011079', '0090038300_08062023011079']
Stack 22 missing: ['0090038300_08062023011079', '0090038300_08062023011079', '0090038300_08062023011079']
Stack 23 missing: ['0090038300_08062023011079', '0090038300_08062023010657', '0090038300_08062023010657']
Stack 26 missing: ['0090038300_08062023010526', '0090038300_08062023010526', '0090038300_08062023010526']
Stack 27 missing: ['0090038300_08062023010526', '0090038300_08062023010526', '0090038300_08062023010526']
Stack 28 missing: ['0090038300_08062023010526', '0090038300_08062023010157', '0090038300_08062023010157']
Stack 29 missing: ['0090038300_08062023010157', '0090038300_08062023009679', '0090038300_08062023009666']
Stack 30 missing: ['0090038300_08062023009589', '0090038300_08062023008799', '0090038300_08062023008720']
Stack 32 missing: ['0090038300_08062023008274', '0090038300_08062023008274', '0090038300_08062023008274']
Stack 33 missing: ['0090038300_08062023008274', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 35 missing: ['0090038300_08062023007741', '0090038300_08062023007741', '0090038300_08062023007741']
Stack 38 missing: ['0090038300_08062023007584', '0090038300_08062023007584', '0090038300_08062023007584']
Stack 39 missing: ['0090038300_08062023007509', '0090038300_08062023005829', '0090038300_08062023005197']
Stack 40 missing: ['0090038300_08062023005197', '0090038300_08062023005093', '0090038300_08062023003450']
Stack 41 missing: ['0090038300_08062023003286', '0090038300_08062023002885', '0090038300_08062023002885']
Stack 42 missing: ['0090038300_08062023002885', '0090038300_08062023002242', '0090038300_08062023002242']
Stack 43 missing: ['0090038300_08062023002242', '0090038300_08062023002211', '0090038300_08062023002127']
Stack 44 missing: ['0090038300_08062023002127', '0090038300_08062023002015', '0090038300_08062023001882']
Stack 45 missing: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 46 missing: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 47 missing: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 48 missing: ['0090038300_08062023001104', '0090038300_08062023001104', '0090038300_08062023001104']
Stack 50 missing: ['0090038300_08062023000659', '0090038300_08062023000659', '0090038300_08062023000659', '0090038300_08062023000659']
