dataset: X
instance: BY6
+-----------+
2D Packing Heuristic in Truck P187224601
Min2DVol: 24.80000000000003 [m2]
Stack 0 with items: ['0090016900_14062023024475', '0090016900_14062023024475']
Stack 1 with items: ['0090016900_14062023024475', '0090016900_14062023024475']
Stack 2 with items: ['0090016900_14062023024473', '0090016900_14062023024473']
Stack 3 with items: ['0090016900_14062023024473', '0090016900_14062023010417']
Stack 4 with items: ['0090016900_14062023010417', '0090016900_14062023010417']
Stack 5 with items: ['0090016900_14062023010417', '0090016900_14062023004820']
Stack 24 with items: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 25 with items: ['0090016900_14062023025985', '0090016900_14062023025295', '0090016900_14062023025985']
Stack 26 with items: ['0090016900_14062023025295', '0090016900_14062023025295', '0090016900_14062023025295']
Stack 27 with items: ['0090016900_14062023025295', '0090016900_14062023025295', '0090016900_14062023025295']
Stack 28 with items: ['0090016900_14062023025295', '0090016900_14062023025295', '0090016900_14062023025295']
Stack 29 with items: ['0090016900_14062023025295', '0090016900_14062023025295', '0090016900_14062023025295']
Stack 30 with items: ['0090016900_14062023025295', '0090016900_14062023025295', '0090016900_14062023025295']
Stack 31 with items: ['0090016900_14062023025295', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 32 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 33 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 34 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 35 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 36 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 37 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 38 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 39 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 40 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 41 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 42 with items: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 43 with items: ['0090016900_14062023022282', '0090016900_14062023020332', '0090016900_14062023022282']
Stack 44 with items: ['0090016900_14062023020332', '0090016900_14062023020012', '0090016900_14062023020332']
Stack 45 with items: ['0090016900_14062023020012', '0090016900_14062023020012', '0090016900_14062023020012']
Stack 46 with items: ['0090016900_14062023020012', '0090016900_14062023020012', '0090016900_14062023020012']
Stack 47 with items: ['0090016900_14062023020012', '0090016900_14062023020012', '0090016900_14062023020012']
Stack 48 with items: ['0090016900_14062023020012', '0090016900_14062023019082', '0090016900_14062023019082']
Stack 49 with items: ['0090016900_14062023018844', '0090016900_14062023016326', '0090016900_14062023016326']
Stack 50 with items: ['0090016900_14062023016326', '0090016900_14062023014481', '0090016900_14062023014481']
Stack 51 with items: ['0090016900_14062023014481', '0090016900_14062023014481', '0090016900_14062023014481']
Stack 52 with items: ['0090016900_14062023014481', '0090016900_14062023013502', '0090016900_14062023014481']
Stack 53 with items: ['0090016900_14062023013502', '0090016900_14062023013502', '0090016900_14062023013502']
Stack 54 with items: ['0090016900_14062023013502', '0090016900_14062023010781', '0090016900_14062023010746']
Stack 55 with items: ['0090016900_14062023009676', '0090016900_14062023009676', '0090016900_14062023009676']
Stack 56 with items: ['0090016900_14062023009676', '0090016900_14062023004367', '0090016900_14062023009676']
Stack 57 with items: ['0090016900_14062023004367', '0090016900_14062023003908', '0090016900_14062023004367']
Stack 58 with items: ['0090016900_14062023003908', '0090016900_14062023003908', '0090016900_14062023003908']
Stack 59 with items: ['0090016900_14062023003908', '0090016900_14062023003908', '0090016900_14062023003908']
Stack 60 with items: ['0090016900_14062023003908', '0090016900_14062023003908', '0090016900_14062023003908']
Stack 61 with items: ['0090016900_14062023003908', '0090016900_14062023002878']
Stacks not packed:
Stack 0 missing: ['0090016900_14062023024475', '0090016900_14062023024475']
Stack 1 missing: ['0090016900_14062023024475', '0090016900_14062023024475']
Stack 2 missing: ['0090016900_14062023024473', '0090016900_14062023024473']
Stack 3 missing: ['0090016900_14062023024473', '0090016900_14062023010417']
Stack 4 missing: ['0090016900_14062023010417', '0090016900_14062023010417']
Stack 5 missing: ['0090016900_14062023010417', '0090016900_14062023004820']
Stack 11 missing: ['0090016900_14062023030117', '0090016900_14062023030117', '0090016900_14062023030117']
Stack 12 missing: ['0090016900_14062023030117', '0090016900_14062023027615', '0090016900_14062023027615']
Stack 15 missing: ['0090016900_14062023026106', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 16 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 17 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 18 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 19 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 20 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 21 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 22 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 23 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 24 missing: ['0090016900_14062023025985', '0090016900_14062023025985', '0090016900_14062023025985']
Stack 25 missing: ['0090016900_14062023025985', '0090016900_14062023025295', '0090016900_14062023025985']
Stack 30 missing: ['0090016900_14062023025295', '0090016900_14062023025295', '0090016900_14062023025295']
Stack 31 missing: ['0090016900_14062023025295', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 32 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 33 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 34 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 35 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 36 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 37 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 38 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 39 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 40 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 41 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 42 missing: ['0090016900_14062023022282', '0090016900_14062023022282', '0090016900_14062023022282']
Stack 43 missing: ['0090016900_14062023022282', '0090016900_14062023020332', '0090016900_14062023022282']
Stack 48 missing: ['0090016900_14062023020012', '0090016900_14062023019082', '0090016900_14062023019082']
Stack 53 missing: ['0090016900_14062023013502', '0090016900_14062023013502', '0090016900_14062023013502']
Stack 57 missing: ['0090016900_14062023004367', '0090016900_14062023003908', '0090016900_14062023004367']
